disease_name,symptoms,department_name
Hắc lào,"ngứa da, phát ban, vảy bạc trên da, đỏ da, bong tróc da, nóng rát da",Da liễu
Hắc lào,"bong tróc da, phát ban, đỏ da",Da liễu
Hắc lào,"bong tróc da, vảy bạc trên da, đỏ da",Da liễu
Hắc lào,"đỏ da, vảy bạc trên da, phát ban, nóng rát da, ngứa da",Da liễu
Hắc lào,"phát ban, vảy bạc trên da, ngứa da",Da liễu
Hắc lào,"đỏ da, nóng rát da, bong tróc da, vảy bạc trên da, ngứa da, phát ban",Da liễu
Hắc lào,"bong tróc da, vảy bạc trên da, ngứa da",Da liễu
Hắc lào,"nóng rát da, vảy bạc trên da, ngứa da, bong tróc da, đỏ da, phát ban",Da liễu
Hắc lào,"đỏ da, phát ban, vảy bạc trên da, nóng rát da, bong tróc da, ngứa da",Da liễu
Hắc lào,"ngứa da, phát ban, nóng rát da, đỏ da, vảy bạc trên da, bong tróc da",Da liễu
Ghẻ,"ngứa da, phát ban, mụn nước, mẩn đỏ, vết loét da",Da liễu
Ghẻ,"vết loét da, ngứa da, phát ban",Da liễu
Ghẻ,"mẩn đỏ, vết loét da, phát ban",Da liễu
Ghẻ,"vết loét da, mụn nước, phát ban, mẩn đỏ, ngứa da",Da liễu
Ghẻ,"phát ban, vết loét da, mẩn đỏ",Da liễu
Ghẻ,"mụn nước, vết loét da, ngứa da, mẩn đỏ",Da liễu
Ghẻ,"vết loét da, phát ban, ngứa da",Da liễu
Ghẻ,"mẩn đỏ, mụn nước, ngứa da, vết loét da",Da liễu
Ghẻ,"ngứa da, mụn nước, vết loét da",Da liễu
Ghẻ,"ngứa da, mẩn đỏ, vết loét da, phát ban, mụn nước",Da liễu
Nấm móng,"nhiễm nấm móng, móng giòn, đau khớp",Da liễu
Nấm móng,"đau khớp, móng giòn, nhiễm nấm móng",Da liễu
Nấm móng,"móng giòn, đau khớp, nhiễm nấm móng",Da liễu
Nấm móng,"nhiễm nấm móng, móng giòn, đau khớp",Da liễu
Nấm móng,"đau khớp, móng giòn, nhiễm nấm móng",Da liễu
Nấm móng,"móng giòn, đau khớp, nhiễm nấm móng",Da liễu
Nấm móng,"đau khớp, móng giòn, nhiễm nấm móng",Da liễu
Nấm móng,"móng giòn, nhiễm nấm móng, đau khớp",Da liễu
Nấm móng,"móng giòn, nhiễm nấm móng, đau khớp",Da liễu
Nấm móng,"đau khớp, nhiễm nấm móng, móng giòn",Da liễu
Mụn trứng cá,"nổi mụn, mụn mủ, đỏ da, mẩn đỏ, sạm da, vết loét da",Da liễu
Mụn trứng cá,"vết loét da, mụn mủ, mẩn đỏ, đỏ da",Da liễu
Mụn trứng cá,"mụn mủ, sạm da, đỏ da, vết loét da, nổi mụn, mẩn đỏ",Da liễu
Mụn trứng cá,"vết loét da, sạm da, đỏ da",Da liễu
Mụn trứng cá,"mẩn đỏ, vết loét da, sạm da, mụn mủ, nổi mụn",Da liễu
Mụn trứng cá,"đỏ da, sạm da, mẩn đỏ, vết loét da, nổi mụn, mụn mủ",Da liễu
Mụn trứng cá,"vết loét da, sạm da, mẩn đỏ, đỏ da, nổi mụn, mụn mủ",Da liễu
Mụn trứng cá,"sạm da, mẩn đỏ, nổi mụn, đỏ da",Da liễu
Mụn trứng cá,"sạm da, vết loét da, mẩn đỏ, nổi mụn, mụn mủ, đỏ da",Da liễu
Mụn trứng cá,"nổi mụn, đỏ da, mụn mủ, mẩn đỏ, vết loét da",Da liễu
Viêm nang lông,"nổi mụn, mụn mủ, ngứa da, đỏ da, đau khớp, mẩn đỏ",Da liễu
Viêm nang lông,"nổi mụn, đau khớp, mụn mủ",Da liễu
Viêm nang lông,"mẩn đỏ, ngứa da, mụn mủ, đỏ da, nổi mụn, đau khớp",Da liễu
Viêm nang lông,"nổi mụn, ngứa da, mẩn đỏ, mụn mủ, đỏ da, đau khớp",Da liễu
Viêm nang lông,"ngứa da, đau khớp, mụn mủ, mẩn đỏ, nổi mụn",Da liễu
Viêm nang lông,"ngứa da, nổi mụn, mụn mủ",Da liễu
Viêm nang lông,"nổi mụn, đau khớp, mẩn đỏ, ngứa da, đỏ da, mụn mủ",Da liễu
Viêm nang lông,"ngứa da, đỏ da, nổi mụn",Da liễu
Viêm nang lông,"mẩn đỏ, đau khớp, nổi mụn, ngứa da, đỏ da",Da liễu
Viêm nang lông,"nổi mụn, mụn mủ, mẩn đỏ, đau khớp, ngứa da, đỏ da",Da liễu
Nám da,"nám da, sạm da, phát ban",Da liễu
Nám da,"nám da, phát ban, sạm da",Da liễu
Nám da,"sạm da, phát ban, nám da",Da liễu
Nám da,"sạm da, phát ban, nám da",Da liễu
Nám da,"nám da, sạm da, phát ban",Da liễu
Nám da,"phát ban, sạm da, nám da",Da liễu
Nám da,"phát ban, nám da, sạm da",Da liễu
Nám da,"phát ban, nám da, sạm da",Da liễu
Nám da,"nám da, sạm da, phát ban",Da liễu
Nám da,"phát ban, sạm da, nám da",Da liễu
Bạch biến,"mảng trắng trên da, phát ban, bong tróc da",Da liễu
Bạch biến,"bong tróc da, phát ban, mảng trắng trên da",Da liễu
Bạch biến,"phát ban, mảng trắng trên da, bong tróc da",Da liễu
Bạch biến,"phát ban, mảng trắng trên da, bong tróc da",Da liễu
Bạch biến,"phát ban, mảng trắng trên da, bong tróc da",Da liễu
Bạch biến,"phát ban, mảng trắng trên da, bong tróc da",Da liễu
Bạch biến,"phát ban, bong tróc da, mảng trắng trên da",Da liễu
Bạch biến,"bong tróc da, mảng trắng trên da, phát ban",Da liễu
Bạch biến,"mảng trắng trên da, phát ban, bong tróc da",Da liễu
Bạch biến,"phát ban, mảng trắng trên da, bong tróc da",Da liễu
Rụng tóc từng vùng,"rụng tóc từng vùng, rụng tóc, ngứa da, nhiễm nấm móng",Da liễu
Rụng tóc từng vùng,"ngứa da, nhiễm nấm móng, rụng tóc, rụng tóc từng vùng",Da liễu
Rụng tóc từng vùng,"nhiễm nấm móng, rụng tóc, rụng tóc từng vùng, ngứa da",Da liễu
Rụng tóc từng vùng,"nhiễm nấm móng, ngứa da, rụng tóc từng vùng, rụng tóc",Da liễu
Rụng tóc từng vùng,"rụng tóc, rụng tóc từng vùng, ngứa da, nhiễm nấm móng",Da liễu
Rụng tóc từng vùng,"rụng tóc, nhiễm nấm móng, rụng tóc từng vùng",Da liễu
Rụng tóc từng vùng,"ngứa da, rụng tóc từng vùng, rụng tóc, nhiễm nấm móng",Da liễu
Rụng tóc từng vùng,"rụng tóc, nhiễm nấm móng, rụng tóc từng vùng, ngứa da",Da liễu
Rụng tóc từng vùng,"ngứa da, rụng tóc từng vùng, rụng tóc, nhiễm nấm móng",Da liễu
Rụng tóc từng vùng,"rụng tóc từng vùng, ngứa da, nhiễm nấm móng",Da liễu
U hắc tố ác tính,"nốt ruồi đổi màu, vết loét da, ngứa da, xuất huyết da, hạch to, sụt cân, mệt mỏi",Da liễu
U hắc tố ác tính,"vết loét da, sụt cân, hạch to",Da liễu
U hắc tố ác tính,"nốt ruồi đổi màu, sụt cân, hạch to",Da liễu
U hắc tố ác tính,"mệt mỏi, ngứa da, nốt ruồi đổi màu, hạch to, sụt cân, vết loét da",Da liễu
U hắc tố ác tính,"sụt cân, xuất huyết da, nốt ruồi đổi màu, hạch to, mệt mỏi",Da liễu
U hắc tố ác tính,"ngứa da, sụt cân, vết loét da, hạch to",Da liễu
U hắc tố ác tính,"sụt cân, mệt mỏi, nốt ruồi đổi màu, xuất huyết da",Da liễu
U hắc tố ác tính,"ngứa da, hạch to, sụt cân, mệt mỏi, vết loét da, nốt ruồi đổi màu, xuất huyết da",Da liễu
U hắc tố ác tính,"mệt mỏi, xuất huyết da, ngứa da, sụt cân, vết loét da, hạch to, nốt ruồi đổi màu",Da liễu
U hắc tố ác tính,"vết loét da, ngứa da, hạch to",Da liễu
Đục thủy tinh thể,"mờ mắt, nhìn đôi, sợ ánh sáng, nhìn quầng sáng, đỏ mắt",Mắt
Đục thủy tinh thể,"nhìn quầng sáng, nhìn đôi, mờ mắt, sợ ánh sáng",Mắt
Đục thủy tinh thể,"nhìn đôi, đỏ mắt, sợ ánh sáng",Mắt
Đục thủy tinh thể,"sợ ánh sáng, đỏ mắt, nhìn quầng sáng, mờ mắt, nhìn đôi",Mắt
Đục thủy tinh thể,"nhìn đôi, sợ ánh sáng, đỏ mắt, nhìn quầng sáng, mờ mắt",Mắt
Đục thủy tinh thể,"đỏ mắt, sợ ánh sáng, nhìn đôi, mờ mắt",Mắt
Đục thủy tinh thể,"mờ mắt, nhìn quầng sáng, sợ ánh sáng",Mắt
Đục thủy tinh thể,"nhìn đôi, sợ ánh sáng, mờ mắt, nhìn quầng sáng",Mắt
Đục thủy tinh thể,"nhìn quầng sáng, nhìn đôi, mờ mắt, đỏ mắt, sợ ánh sáng",Mắt
Đục thủy tinh thể,"đỏ mắt, mờ mắt, nhìn đôi",Mắt
Glaucoma góc đóng,"đau mắt, đau đầu dữ dội, nhìn quầng sáng, mờ mắt, đỏ mắt, buồn nôn, nôn, mất thị lực",Mắt
Glaucoma góc đóng,"buồn nôn, đỏ mắt, nhìn quầng sáng, đau mắt, đau đầu dữ dội, mờ mắt, mất thị lực",Mắt
Glaucoma góc đóng,"nôn, đau mắt, nhìn quầng sáng, mờ mắt, đau đầu dữ dội",Mắt
Glaucoma góc đóng,"đau đầu dữ dội, đỏ mắt, buồn nôn, nôn, đau mắt, mờ mắt, nhìn quầng sáng, mất thị lực",Mắt
Glaucoma góc đóng,"nhìn quầng sáng, mất thị lực, mờ mắt, đỏ mắt, đau đầu dữ dội, đau mắt, nôn, buồn nôn",Mắt
Glaucoma góc đóng,"đỏ mắt, nôn, đau đầu dữ dội, nhìn quầng sáng, mờ mắt",Mắt
Glaucoma góc đóng,"đau mắt, nôn, đỏ mắt, buồn nôn, nhìn quầng sáng, đau đầu dữ dội, mất thị lực",Mắt
Glaucoma góc đóng,"đỏ mắt, nhìn quầng sáng, đau đầu dữ dội, mất thị lực, nôn, đau mắt, buồn nôn, mờ mắt",Mắt
Glaucoma góc đóng,"nôn, đau mắt, mất thị lực, nhìn quầng sáng, mờ mắt, buồn nôn",Mắt
Glaucoma góc đóng,"mờ mắt, buồn nôn, nhìn quầng sáng, đau đầu dữ dội, đau mắt, mất thị lực, nôn",Mắt
Viêm kết mạc,"đỏ mắt, ngứa mắt, chảy nước mắt, ghèn mắt, cộm mắt, sưng mi mắt",Mắt
Viêm kết mạc,"ghèn mắt, ngứa mắt, chảy nước mắt, cộm mắt, sưng mi mắt",Mắt
Viêm kết mạc,"cộm mắt, ngứa mắt, sưng mi mắt, đỏ mắt, ghèn mắt, chảy nước mắt",Mắt
Viêm kết mạc,"chảy nước mắt, đỏ mắt, ngứa mắt",Mắt
Viêm kết mạc,"đỏ mắt, ghèn mắt, cộm mắt, chảy nước mắt, ngứa mắt",Mắt
Viêm kết mạc,"chảy nước mắt, đỏ mắt, ghèn mắt, sưng mi mắt, cộm mắt, ngứa mắt",Mắt
Viêm kết mạc,"ghèn mắt, ngứa mắt, đỏ mắt, sưng mi mắt, cộm mắt, chảy nước mắt",Mắt
Viêm kết mạc,"chảy nước mắt, sưng mi mắt, ngứa mắt",Mắt
Viêm kết mạc,"cộm mắt, ghèn mắt, đỏ mắt",Mắt
Viêm kết mạc,"ngứa mắt, đỏ mắt, ghèn mắt, chảy nước mắt, sưng mi mắt, cộm mắt",Mắt
Viêm giác mạc,"đau mắt, đỏ mắt, chảy nước mắt, sợ ánh sáng, mờ mắt, cộm mắt, mất thị lực",Mắt
Viêm giác mạc,"đau mắt, mờ mắt, cộm mắt",Mắt
Viêm giác mạc,"sợ ánh sáng, mất thị lực, cộm mắt",Mắt
Viêm giác mạc,"đỏ mắt, mờ mắt, mất thị lực, cộm mắt, chảy nước mắt, sợ ánh sáng, đau mắt",Mắt
Viêm giác mạc,"sợ ánh sáng, mờ mắt, đỏ mắt, đau mắt",Mắt
Viêm giác mạc,"chảy nước mắt, mờ mắt, đau mắt, mất thị lực, đỏ mắt, sợ ánh sáng",Mắt
Viêm giác mạc,"sợ ánh sáng, đau mắt, đỏ mắt, mờ mắt, chảy nước mắt",Mắt
Viêm giác mạc,"mờ mắt, chảy nước mắt, sợ ánh sáng, mất thị lực, cộm mắt, đau mắt, đỏ mắt",Mắt
Viêm giác mạc,"mất thị lực, đau mắt, chảy nước mắt",Mắt
Viêm giác mạc,"chảy nước mắt, mờ mắt, mất thị lực, sợ ánh sáng, đỏ mắt",Mắt
Cận thị,"mờ mắt, đau đầu, khô mắt",Mắt
Cận thị,"khô mắt, đau đầu, mờ mắt",Mắt
Cận thị,"đau đầu, mờ mắt, khô mắt",Mắt
Cận thị,"đau đầu, mờ mắt, khô mắt",Mắt
Cận thị,"khô mắt, đau đầu, mờ mắt",Mắt
Cận thị,"đau đầu, khô mắt, mờ mắt",Mắt
Cận thị,"đau đầu, khô mắt, mờ mắt",Mắt
Cận thị,"đau đầu, khô mắt, mờ mắt",Mắt
Cận thị,"đau đầu, khô mắt, mờ mắt",Mắt
Cận thị,"khô mắt, mờ mắt, đau đầu",Mắt
Viễn thị,"mờ mắt, đau đầu, khô mắt",Mắt
Viễn thị,"mờ mắt, khô mắt, đau đầu",Mắt
Viễn thị,"khô mắt, mờ mắt, đau đầu",Mắt
Viễn thị,"mờ mắt, khô mắt, đau đầu",Mắt
Viễn thị,"đau đầu, mờ mắt, khô mắt",Mắt
Viễn thị,"mờ mắt, khô mắt, đau đầu",Mắt
Viễn thị,"khô mắt, đau đầu, mờ mắt",Mắt
Viễn thị,"đau đầu, mờ mắt, khô mắt",Mắt
Viễn thị,"mờ mắt, đau đầu, khô mắt",Mắt
Viễn thị,"đau đầu, mờ mắt, khô mắt",Mắt
Loạn thị,"mờ mắt, nhìn đôi, đau đầu, khô mắt",Mắt
Loạn thị,"nhìn đôi, khô mắt, mờ mắt, đau đầu",Mắt
Loạn thị,"đau đầu, nhìn đôi, khô mắt",Mắt
Loạn thị,"mờ mắt, đau đầu, khô mắt",Mắt
Loạn thị,"khô mắt, mờ mắt, nhìn đôi",Mắt
Loạn thị,"mờ mắt, nhìn đôi, đau đầu, khô mắt",Mắt
Loạn thị,"đau đầu, khô mắt, mờ mắt",Mắt
Loạn thị,"khô mắt, đau đầu, mờ mắt, nhìn đôi",Mắt
Loạn thị,"nhìn đôi, khô mắt, đau đầu",Mắt
Loạn thị,"khô mắt, nhìn đôi, mờ mắt",Mắt
Lác mắt,"nhìn đôi, khô mắt, đau đầu, mờ mắt",Mắt
Lác mắt,"đau đầu, nhìn đôi, mờ mắt, khô mắt",Mắt
Lác mắt,"đau đầu, mờ mắt, khô mắt, nhìn đôi",Mắt
Lác mắt,"đau đầu, mờ mắt, khô mắt, nhìn đôi",Mắt
Lác mắt,"mờ mắt, đau đầu, khô mắt",Mắt
Lác mắt,"đau đầu, khô mắt, mờ mắt, nhìn đôi",Mắt
Lác mắt,"đau đầu, mờ mắt, nhìn đôi, khô mắt",Mắt
Lác mắt,"đau đầu, nhìn đôi, khô mắt, mờ mắt",Mắt
Lác mắt,"đau đầu, nhìn đôi, khô mắt",Mắt
Lác mắt,"mờ mắt, khô mắt, đau đầu",Mắt
Viêm bờ mi,"sưng mi mắt, đỏ mắt, ngứa mắt, cộm mắt, khô mắt, ghèn mắt",Mắt
Viêm bờ mi,"đỏ mắt, cộm mắt, ghèn mắt, khô mắt, ngứa mắt",Mắt
Viêm bờ mi,"đỏ mắt, khô mắt, cộm mắt, ghèn mắt, ngứa mắt",Mắt
Viêm bờ mi,"cộm mắt, khô mắt, sưng mi mắt, ngứa mắt, ghèn mắt",Mắt
Viêm bờ mi,"cộm mắt, khô mắt, sưng mi mắt",Mắt
Viêm bờ mi,"ngứa mắt, cộm mắt, ghèn mắt",Mắt
Viêm bờ mi,"khô mắt, cộm mắt, ngứa mắt, đỏ mắt, ghèn mắt, sưng mi mắt",Mắt
Viêm bờ mi,"ngứa mắt, ghèn mắt, đỏ mắt",Mắt
Viêm bờ mi,"sưng mi mắt, đỏ mắt, khô mắt, ghèn mắt, cộm mắt",Mắt
Viêm bờ mi,"cộm mắt, khô mắt, ngứa mắt, sưng mi mắt, đỏ mắt",Mắt
Bong võng mạc,"nhìn chớp sáng, nhìn vệt đen, mờ mắt, mất thị lực, nhìn quầng sáng",Mắt
Bong võng mạc,"nhìn quầng sáng, mất thị lực, nhìn vệt đen",Mắt
Bong võng mạc,"mất thị lực, nhìn chớp sáng, mờ mắt, nhìn vệt đen",Mắt
Bong võng mạc,"mất thị lực, nhìn chớp sáng, nhìn vệt đen, nhìn quầng sáng, mờ mắt",Mắt
Bong võng mạc,"mất thị lực, nhìn chớp sáng, mờ mắt, nhìn vệt đen, nhìn quầng sáng",Mắt
Bong võng mạc,"nhìn quầng sáng, mất thị lực, nhìn vệt đen",Mắt
Bong võng mạc,"nhìn chớp sáng, nhìn vệt đen, nhìn quầng sáng, mờ mắt, mất thị lực",Mắt
Bong võng mạc,"mờ mắt, mất thị lực, nhìn vệt đen, nhìn chớp sáng, nhìn quầng sáng",Mắt
Bong võng mạc,"nhìn vệt đen, nhìn chớp sáng, nhìn quầng sáng",Mắt
Bong võng mạc,"nhìn quầng sáng, nhìn vệt đen, mất thị lực, nhìn chớp sáng",Mắt
Viêm họng cấp,"đau họng, rát họng, khó nuốt, sốt nhẹ, ho khan, khàn giọng, mệt mỏi, sưng hạch cổ",Tai Mũi Họng
Viêm họng cấp,"rát họng, sưng hạch cổ, mệt mỏi, khó nuốt, sốt nhẹ",Tai Mũi Họng
Viêm họng cấp,"ho khan, khàn giọng, khó nuốt, mệt mỏi, rát họng, sưng hạch cổ, đau họng, sốt nhẹ",Tai Mũi Họng
Viêm họng cấp,"sốt nhẹ, khàn giọng, mệt mỏi, sưng hạch cổ, rát họng, ho khan, khó nuốt, đau họng",Tai Mũi Họng
Viêm họng cấp,"rát họng, khàn giọng, khó nuốt, mệt mỏi, ho khan",Tai Mũi Họng
Viêm họng cấp,"rát họng, khó nuốt, sốt nhẹ, mệt mỏi, ho khan",Tai Mũi Họng
Viêm họng cấp,"mệt mỏi, đau họng, sưng hạch cổ, sốt nhẹ, rát họng, ho khan, khó nuốt",Tai Mũi Họng
Viêm họng cấp,"mệt mỏi, rát họng, sốt nhẹ, khó nuốt, sưng hạch cổ, đau họng",Tai Mũi Họng
Viêm họng cấp,"sưng hạch cổ, khó nuốt, sốt nhẹ, mệt mỏi",Tai Mũi Họng
Viêm họng cấp,"khó nuốt, sốt nhẹ, mệt mỏi, khàn giọng",Tai Mũi Họng
Viêm amidan cấp,"đau họng, khó nuốt, sốt cao, sưng hạch cổ, khàn giọng, hôi miệng, đau tai",Tai Mũi Họng
Viêm amidan cấp,"sốt cao, hôi miệng, đau họng",Tai Mũi Họng
Viêm amidan cấp,"khó nuốt, sốt cao, khàn giọng, sưng hạch cổ",Tai Mũi Họng
Viêm amidan cấp,"khó nuốt, đau tai, khàn giọng, sưng hạch cổ, đau họng, hôi miệng, sốt cao",Tai Mũi Họng
Viêm amidan cấp,"khàn giọng, sưng hạch cổ, đau họng, khó nuốt",Tai Mũi Họng
Viêm amidan cấp,"đau họng, sưng hạch cổ, khó nuốt",Tai Mũi Họng
Viêm amidan cấp,"hôi miệng, đau tai, sưng hạch cổ, sốt cao, khó nuốt, khàn giọng, đau họng",Tai Mũi Họng
Viêm amidan cấp,"hôi miệng, khàn giọng, đau họng, đau tai, sưng hạch cổ",Tai Mũi Họng
Viêm amidan cấp,"sốt cao, khàn giọng, đau họng, sưng hạch cổ, khó nuốt",Tai Mũi Họng
Viêm amidan cấp,"đau tai, đau họng, sốt cao, khàn giọng, hôi miệng, sưng hạch cổ",Tai Mũi Họng
Viêm thanh quản,"khàn giọng, mất tiếng, đau họng, ho khan, sốt nhẹ, khó nuốt",Tai Mũi Họng
Viêm thanh quản,"ho khan, mất tiếng, đau họng",Tai Mũi Họng
Viêm thanh quản,"khàn giọng, sốt nhẹ, đau họng, khó nuốt",Tai Mũi Họng
Viêm thanh quản,"khàn giọng, khó nuốt, đau họng",Tai Mũi Họng
Viêm thanh quản,"đau họng, khó nuốt, ho khan, khàn giọng, sốt nhẹ, mất tiếng",Tai Mũi Họng
Viêm thanh quản,"khàn giọng, ho khan, khó nuốt, đau họng, sốt nhẹ, mất tiếng",Tai Mũi Họng
Viêm thanh quản,"khó nuốt, sốt nhẹ, ho khan, đau họng, khàn giọng",Tai Mũi Họng
Viêm thanh quản,"mất tiếng, khó nuốt, khàn giọng",Tai Mũi Họng
Viêm thanh quản,"ho khan, sốt nhẹ, khàn giọng, đau họng",Tai Mũi Họng
Viêm thanh quản,"sốt nhẹ, khó nuốt, khàn giọng, mất tiếng",Tai Mũi Họng
Viêm xoang cấp,"đau đầu, chảy mũi đặc, nghẹt mũi, đau lan hàm, sốt nhẹ, mất mùi, ho khan, đau tai",Tai Mũi Họng
Viêm xoang cấp,"đau tai, sốt nhẹ, chảy mũi đặc, ho khan, đau lan hàm, mất mùi, nghẹt mũi, đau đầu",Tai Mũi Họng
Viêm xoang cấp,"chảy mũi đặc, đau đầu, đau lan hàm, đau tai",Tai Mũi Họng
Viêm xoang cấp,"chảy mũi đặc, nghẹt mũi, đau tai, đau lan hàm, mất mùi, sốt nhẹ, đau đầu, ho khan",Tai Mũi Họng
Viêm xoang cấp,"đau tai, sốt nhẹ, mất mùi, đau lan hàm, đau đầu, ho khan",Tai Mũi Họng
Viêm xoang cấp,"sốt nhẹ, chảy mũi đặc, ho khan, đau lan hàm, nghẹt mũi, mất mùi, đau tai, đau đầu",Tai Mũi Họng
Viêm xoang cấp,"nghẹt mũi, đau lan hàm, chảy mũi đặc, đau đầu, đau tai, ho khan, mất mùi, sốt nhẹ",Tai Mũi Họng
Viêm xoang cấp,"nghẹt mũi, đau tai, sốt nhẹ, ho khan, mất mùi",Tai Mũi Họng
Viêm xoang cấp,"sốt nhẹ, ho khan, đau lan hàm, chảy mũi đặc, đau đầu, nghẹt mũi",Tai Mũi Họng
Viêm xoang cấp,"đau lan hàm, sốt nhẹ, đau đầu, mất mùi, nghẹt mũi, chảy mũi đặc, ho khan",Tai Mũi Họng
Viêm xoang mạn,"đau đầu, chảy mũi đặc, nghẹt mũi, mất mùi, ho khan, đau lan hàm, mệt mỏi, mất tập trung",Tai Mũi Họng
Viêm xoang mạn,"ho khan, mệt mỏi, đau lan hàm, nghẹt mũi, chảy mũi đặc, đau đầu, mất mùi",Tai Mũi Họng
Viêm xoang mạn,"mệt mỏi, mất mùi, đau lan hàm, mất tập trung, ho khan, chảy mũi đặc, nghẹt mũi",Tai Mũi Họng
Viêm xoang mạn,"mất tập trung, nghẹt mũi, mất mùi, mệt mỏi, đau đầu, ho khan",Tai Mũi Họng
Viêm xoang mạn,"ho khan, mất tập trung, mất mùi, đau lan hàm",Tai Mũi Họng
Viêm xoang mạn,"mệt mỏi, đau đầu, nghẹt mũi, đau lan hàm, mất mùi",Tai Mũi Họng
Viêm xoang mạn,"ho khan, đau đầu, nghẹt mũi, mất mùi, mất tập trung, mệt mỏi",Tai Mũi Họng
Viêm xoang mạn,"mất tập trung, đau đầu, nghẹt mũi, chảy mũi đặc, đau lan hàm, ho khan, mất mùi",Tai Mũi Họng
Viêm xoang mạn,"chảy mũi đặc, đau lan hàm, mệt mỏi, ho khan, đau đầu, mất mùi, mất tập trung, nghẹt mũi",Tai Mũi Họng
Viêm xoang mạn,"chảy mũi đặc, đau đầu, mất tập trung, ho khan, nghẹt mũi, mất mùi",Tai Mũi Họng
Viêm tai giữa cấp,"đau tai, ù tai, sốt cao, nghe kém, chảy mủ tai, đau đầu, mệt mỏi, quấy khóc",Tai Mũi Họng
Viêm tai giữa cấp,"ù tai, chảy mủ tai, đau đầu, mệt mỏi",Tai Mũi Họng
Viêm tai giữa cấp,"quấy khóc, nghe kém, đau tai, ù tai, sốt cao, chảy mủ tai",Tai Mũi Họng
Viêm tai giữa cấp,"ù tai, chảy mủ tai, đau đầu, quấy khóc, nghe kém, sốt cao",Tai Mũi Họng
Viêm tai giữa cấp,"nghe kém, đau đầu, quấy khóc, ù tai, chảy mủ tai, sốt cao",Tai Mũi Họng
Viêm tai giữa cấp,"mệt mỏi, đau đầu, đau tai, chảy mủ tai, ù tai, sốt cao, nghe kém",Tai Mũi Họng
Viêm tai giữa cấp,"đau tai, ù tai, mệt mỏi, quấy khóc, chảy mủ tai, nghe kém, đau đầu",Tai Mũi Họng
Viêm tai giữa cấp,"đau đầu, đau tai, nghe kém, ù tai, chảy mủ tai",Tai Mũi Họng
Viêm tai giữa cấp,"đau tai, ù tai, mệt mỏi, sốt cao",Tai Mũi Họng
Viêm tai giữa cấp,"đau đầu, đau tai, sốt cao, quấy khóc, mệt mỏi, chảy mủ tai",Tai Mũi Họng
Viêm tai ngoài,"đau tai, chảy mủ tai, nghe kém, ù tai",Tai Mũi Họng
Viêm tai ngoài,"đau tai, ù tai, nghe kém",Tai Mũi Họng
Viêm tai ngoài,"chảy mủ tai, đau tai, nghe kém, ù tai",Tai Mũi Họng
Viêm tai ngoài,"nghe kém, chảy mủ tai, đau tai",Tai Mũi Họng
Viêm tai ngoài,"ù tai, đau tai, chảy mủ tai",Tai Mũi Họng
Viêm tai ngoài,"ù tai, chảy mủ tai, đau tai, nghe kém",Tai Mũi Họng
Viêm tai ngoài,"chảy mủ tai, ù tai, đau tai, nghe kém",Tai Mũi Họng
Viêm tai ngoài,"nghe kém, đau tai, chảy mủ tai",Tai Mũi Họng
Viêm tai ngoài,"ù tai, nghe kém, chảy mủ tai, đau tai",Tai Mũi Họng
Viêm tai ngoài,"đau tai, ù tai, nghe kém, chảy mủ tai",Tai Mũi Họng
Polyp mũi,"nghẹt mũi, chảy mũi đặc, mất mùi, khó thở, đau đầu, ngưng thở khi ngủ",Tai Mũi Họng
Polyp mũi,"mất mùi, khó thở, nghẹt mũi",Tai Mũi Họng
Polyp mũi,"đau đầu, mất mùi, nghẹt mũi",Tai Mũi Họng
Polyp mũi,"mất mùi, chảy mũi đặc, khó thở",Tai Mũi Họng
Polyp mũi,"chảy mũi đặc, nghẹt mũi, ngưng thở khi ngủ, khó thở, mất mùi",Tai Mũi Họng
Polyp mũi,"khó thở, ngưng thở khi ngủ, chảy mũi đặc, mất mùi",Tai Mũi Họng
Polyp mũi,"mất mùi, ngưng thở khi ngủ, khó thở, chảy mũi đặc, nghẹt mũi",Tai Mũi Họng
Polyp mũi,"mất mùi, đau đầu, khó thở, ngưng thở khi ngủ, chảy mũi đặc",Tai Mũi Họng
Polyp mũi,"khó thở, nghẹt mũi, ngưng thở khi ngủ, mất mùi",Tai Mũi Họng
Polyp mũi,"khó thở, chảy mũi đặc, đau đầu, nghẹt mũi",Tai Mũi Họng
Lệch vách ngăn mũi,"nghẹt mũi, chảy máu mũi, đau đầu, ngưng thở khi ngủ, mất mùi",Tai Mũi Họng
Lệch vách ngăn mũi,"chảy máu mũi, nghẹt mũi, mất mùi",Tai Mũi Họng
Lệch vách ngăn mũi,"đau đầu, mất mùi, nghẹt mũi",Tai Mũi Họng
Lệch vách ngăn mũi,"mất mùi, nghẹt mũi, chảy máu mũi",Tai Mũi Họng
Lệch vách ngăn mũi,"chảy máu mũi, đau đầu, nghẹt mũi, mất mùi",Tai Mũi Họng
Lệch vách ngăn mũi,"nghẹt mũi, mất mùi, đau đầu",Tai Mũi Họng
Lệch vách ngăn mũi,"nghẹt mũi, mất mùi, chảy máu mũi",Tai Mũi Họng
Lệch vách ngăn mũi,"mất mùi, ngưng thở khi ngủ, chảy máu mũi, đau đầu, nghẹt mũi",Tai Mũi Họng
Lệch vách ngăn mũi,"đau đầu, mất mùi, ngưng thở khi ngủ, chảy máu mũi, nghẹt mũi",Tai Mũi Họng
